,cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
94,14300.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0920559463905306,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
95,14380.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.2727580301788901,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
96,14420.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1196123572792444,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
97,14460.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0044148346070649,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
98,14500.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0226353067420959,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
99,14540.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.001189547485179,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
100,14580.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.2265687119581763,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
101,14620.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0526405284233746,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
102,14660.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0769090439280759,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
103,14700.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0616413344385726,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
104,14710.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0103089862623981,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
105,14720.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0881256841138782,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
106,14740.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.111713445514292,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
107,14780.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0297411817743764,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
108,14820.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0148845963707486,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
109,14940.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.1281663273690458,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
